id,recording,site,year,month,day,hour,min,species,songtype,validated
84963217,20200709_000000.flac,Yat1,2020,7,9,0,0,sp46,Common Song,present
84963219,20200624_210000.flac,Yat1,2020,6,24,21,0,sp46,Common Song,present
84963235,20200307_203000.flac,Yat1,2020,3,7,20,30,sp46,Common Song,present
84963236,20200427_213000.flac,Yat1,2020,4,27,21,30,sp46,Common Song,present
84963238,20200804_200000.flac,Yat1,2020,8,4,20,0,sp46,Common Song,present
84963252,20200723_073000.flac,Yat1,2020,7,23,7,30,sp46,Common Song,not present
84963253,20200624_213000.flac,Yat1,2020,6,24,21,30,sp46,Common Song,present
84963264,20200409_060000.flac,Yat1,2020,4,9,6,0,sp46,Common Song,not present
84963265,20200427_223000.flac,Yat1,2020,4,27,22,30,sp46,Common Song,present
84963280,20200402_210000.flac,Yat1,2020,4,2,21,0,sp46,Common Song,present
84963283,20200817_080000.flac,Yat1,2020,8,17,8,0,sp46,Common Song,not present
84963286,20200624_220000.flac,Yat1,2020,6,24,22,0,sp46,Common Song,present
84963308,20200402_213000.flac,Yat1,2020,4,2,21,30,sp46,Common Song,present
84963317,20200624_223000.flac,Yat1,2020,6,24,22,30,sp46,Common Song,present
84963330,20200427_233000.flac,Yat1,2020,4,27,23,30,sp46,Common Song,present
84963337,20200402_220000.flac,Yat1,2020,4,2,22,0,sp46,Common Song,present
84963340,20201006_063000.flac,Yat1,2020,10,6,6,30,sp46,Common Song,not present
84963344,20200624_230000.flac,Yat1,2020,6,24,23,0,sp46,Common Song,present
84963346,20200321_150000.flac,Yat1,2020,3,21,15,0,sp46,Common Song,not present
84963349,20200723_090000.flac,Yat1,2020,7,23,9,0,sp46,Common Song,not present
84963365,20200824_073000.flac,Yat1,2020,8,24,7,30,sp46,Common Song,not present
84963369,20201006_070000.flac,Yat1,2020,10,6,7,0,sp46,Common Song,not present
84963375,20200327_190000.flac,Yat1,2020,3,27,19,0,sp46,Common Song,present
84963378,20200624_233000.flac,Yat1,2020,6,24,23,30,sp46,Common Song,present
84963384,20200409_080000.flac,Yat1,2020,4,9,8,0,sp46,Common Song,not present
84963398,20200402_230000.flac,Yat1,2020,4,2,23,0,sp46,Common Song,present
84963402,20200629_180000.flac,Yat1,2020,6,29,18,0,sp46,Common Song,present
84963408,20200327_193000.flac,Yat1,2020,3,27,19,30,sp46,Common Song,present
84963412,20200625_000000.flac,Yat1,2020,6,25,0,0,sp46,Common Song,present
84963430,20201006_080000.flac,Yat1,2020,10,6,8,0,sp46,Common Song,present
84963433,20200421_200000.flac,Yat1,2020,4,21,20,0,sp46,Common Song,present
84963435,20200301_190000.flac,Yat1,2020,3,1,19,0,sp46,Common Song,present
84963443,20200327_200000.flac,Yat1,2020,3,27,20,0,sp46,Common Song,present
84963445,20200625_003000.flac,Yat1,2020,6,25,0,30,sp46,Common Song,present
84963452,20200321_170000.flac,Yat1,2020,3,21,17,0,sp46,Common Song,not present
84963463,20200629_190000.flac,Yat1,2020,6,29,19,0,sp46,Common Song,present
84963466,20200723_110000.flac,Yat1,2020,7,23,11,0,sp46,Common Song,not present
84963469,20200805_000000.flac,Yat1,2020,8,5,0,0,sp46,Common Song,present
84963474,20200327_203000.flac,Yat1,2020,3,27,20,30,sp46,Common Song,present
84963481,20200824_030000.flac,Yat1,2020,8,24,3,0,sp46,Common Song,present
84963492,20201006_090000.flac,Yat1,2020,10,6,9,0,sp46,Common Song,not present
84963495,20200629_193000.flac,Yat1,2020,6,29,19,30,sp46,Common Song,present
84963496,20200421_210000.flac,Yat1,2020,4,21,21,0,sp46,Common Song,present
84963497,20200301_200000.flac,Yat1,2020,3,1,20,0,sp46,Common Song,present
84963514,20200428_013000.flac,Yat1,2020,4,28,1,30,sp46,Common Song,present
84963518,20200327_210000.flac,Yat1,2020,3,27,21,0,sp46,Common Song,present
84963524,20200625_013000.flac,Yat1,2020,6,25,1,30,sp46,Common Song,present
84963539,20200805_010000.flac,Yat1,2020,8,5,1,0,sp46,Common Song,present
84963545,20200327_213000.flac,Yat1,2020,3,27,21,30,sp46,Common Song,present
84963552,20200625_020000.flac,Yat1,2020,6,25,2,0,sp46,Common Song,present
84963557,20200629_203000.flac,Yat1,2020,6,29,20,30,sp46,Common Song,present
84963572,20200327_220000.flac,Yat1,2020,3,27,22,0,sp46,Common Song,present
84963580,20200709_060000.flac,Yat1,2020,7,9,6,0,sp46,Common Song,not present
84963584,20200715_210000.flac,Yat1,2020,7,15,21,0,sp46,Common Song,present
84963596,20200729_183000.flac,Yat1,2020,7,29,18,30,sp46,Common Song,present
84963601,20200403_020000.flac,Yat1,2020,4,3,2,0,sp46,Common Song,present
84963602,20200327_223000.flac,Yat1,2020,3,27,22,30,sp46,Common Song,present
84963613,20200823_233000.flac,Yat1,2020,8,23,23,30,sp46,Common Song,present
84963614,20200428_030000.flac,Yat1,2020,4,28,3,0,sp46,Common Song,present
84963625,20200629_213000.flac,Yat1,2020,6,29,21,30,sp46,Common Song,present
84963629,20200421_230000.flac,Yat1,2020,4,21,23,0,sp46,Common Song,present
84963639,20200327_230000.flac,Yat1,2020,3,27,23,0,sp46,Common Song,present
84963643,20200824_000000.flac,Yat1,2020,8,24,0,0,sp46,Common Song,present
84963664,20200421_233000.flac,Yat1,2020,4,21,23,30,sp46,Common Song,present
84963668,20200709_073000.flac,Yat1,2020,7,9,7,30,sp46,Common Song,not present
84963673,20200824_003000.flac,Yat1,2020,8,24,0,30,sp46,Common Song,present
84963677,20200327_233000.flac,Yat1,2020,3,27,23,30,sp46,Common Song,present
84963683,20200715_223000.flac,Yat1,2020,7,15,22,30,sp46,Common Song,present
84963690,20200629_223000.flac,Yat1,2020,6,29,22,30,sp46,Common Song,present
84963699,20200422_000000.flac,Yat1,2020,4,22,0,0,sp46,Common Song,present
84963701,20200709_080000.flac,Yat1,2020,7,9,8,0,sp46,Common Song,not present
84963707,20201012_190000.flac,Yat1,2020,10,12,19,0,sp46,Common Song,present
84963717,20200715_230000.flac,Yat1,2020,7,15,23,0,sp46,Common Song,present
84963722,20200629_230000.flac,Yat1,2020,6,29,23,0,sp46,Common Song,present
84963733,20200422_003000.flac,Yat1,2020,4,22,0,30,sp46,Common Song,present
84963744,20200328_000000.flac,Yat1,2020,3,28,0,0,sp46,Common Song,present
84963757,20200403_043000.flac,Yat1,2020,4,3,4,30,sp46,Common Song,present
84963760,20201012_200000.flac,Yat1,2020,10,12,20,0,sp46,Common Song,present
84963763,20200824_020000.flac,Yat1,2020,8,24,2,0,sp46,Common Song,present
84963774,20200709_090000.flac,Yat1,2020,7,9,9,0,sp46,Common Song,not present
84963779,20200422_010000.flac,Yat1,2020,4,22,1,0,sp46,Common Song,present
84963785,20200805_053000.flac,Yat1,2020,8,5,5,30,sp46,Common Song,not present
84963795,20200321_233000.flac,Yat1,2020,3,21,23,30,sp46,Common Song,present
84963809,20200709_213000.flac,Yat1,2020,7,9,21,30,sp46,Common Song,present
84963811,20200428_060000.flac,Yat1,2020,4,28,6,0,sp46,Common Song,not present
84963816,20200823_213000.flac,Yat1,2020,8,23,21,30,sp46,Common Song,present
84963820,20200422_013000.flac,Yat1,2020,4,22,1,30,sp46,Common Song,present
84963822,20201012_210000.flac,Yat1,2020,10,12,21,0,sp46,Common Song,present
84963831,20200415_190000.flac,Yat1,2020,4,15,19,0,sp46,Common Song,present
84963840,20200811_090000.flac,Yat1,2020,8,11,9,0,sp46,Common Song,not present
84963842,20200625_070000.flac,Yat1,2020,6,25,7,0,sp46,Common Song,not present
84963844,20200328_013000.flac,Yat1,2020,3,28,1,30,sp46,Common Song,present
84963852,20200422_020000.flac,Yat1,2020,4,22,2,0,sp46,Common Song,present
84963857,20201012_213000.flac,Yat1,2020,10,12,21,30,sp46,Common Song,present
84963862,20200415_193000.flac,Yat1,2020,4,15,19,30,sp46,Common Song,present
84963876,20200630_013000.flac,Yat1,2020,6,30,1,30,sp46,Common Song,present
84963881,20200328_020000.flac,Yat1,2020,3,28,2,0,sp46,Common Song,present
84963884,20201012_220000.flac,Yat1,2020,10,12,22,0,sp46,Common Song,present
84963894,20200625_073000.flac,Yat1,2020,6,25,7,30,sp46,Common Song,not present
84963899,20200716_013000.flac,Yat1,2020,7,16,1,30,sp46,Common Song,present
84963904,20200415_200000.flac,Yat1,2020,4,15,20,0,sp46,Common Song,present
84963907,20200805_073000.flac,Yat1,2020,8,5,7,30,sp46,Common Song,not present
84963913,20200328_023000.flac,Yat1,2020,3,28,2,30,sp46,Common Song,present
84963918,20201012_223000.flac,Yat1,2020,10,12,22,30,sp46,Common Song,present
84963928,20200422_030000.flac,Yat1,2020,4,22,3,0,sp46,Common Song,present
84963929,20200625_080000.flac,Yat1,2020,6,25,8,0,sp46,Common Song,not present
84963933,20200403_070000.flac,Yat1,2020,4,3,7,0,sp46,Common Song,not present
84963942,20200805_080000.flac,Yat1,2020,8,5,8,0,sp46,Common Song,not present
84963943,20200415_203000.flac,Yat1,2020,4,15,20,30,sp46,Common Song,present
84963951,20200328_030000.flac,Yat1,2020,3,28,3,0,sp46,Common Song,present
84963954,20200817_183000.flac,Yat1,2020,8,17,18,30,sp46,Common Song,present
84963961,20200625_083000.flac,Yat1,2020,6,25,8,30,sp46,Common Song,not present
84963964,20200422_033000.flac,Yat1,2020,4,22,3,30,sp46,Common Song,present
84963975,20200614_170000.flac,Yat1,2020,6,14,17,0,sp46,Common Song,not present
84963979,20200415_210000.flac,Yat1,2020,4,15,21,0,sp46,Common Song,present
84963984,20200403_073000.flac,Yat1,2020,4,3,7,30,sp46,Common Song,not present
84963985,20200709_120000.flac,Yat1,2020,7,9,12,0,sp46,Common Song,not present
84963987,20200328_033000.flac,Yat1,2020,3,28,3,30,sp46,Common Song,present
84964005,20200625_090000.flac,Yat1,2020,6,25,9,0,sp46,Common Song,not present
84964009,20200710_003000.flac,Yat1,2020,7,10,0,30,sp46,Common Song,present
84964013,20200415_213000.flac,Yat1,2020,4,15,21,30,sp46,Common Song,present
84964015,20201013_000000.flac,Yat1,2020,10,13,0,0,sp46,Common Song,present
84964023,20200817_193000.flac,Yat1,2020,8,17,19,30,sp46,Common Song,present
84964036,20200805_093000.flac,Yat1,2020,8,5,9,30,sp46,Common Song,not present
84964038,20200409_183000.flac,Yat1,2020,4,9,18,30,sp46,Common Song,present
84964050,20200428_093000.flac,Yat1,2020,4,28,9,30,sp46,Common Song,not present
84964051,20200415_220000.flac,Yat1,2020,4,15,22,0,sp46,Common Song,present
84964057,20200302_060000.flac,Yat1,2020,3,2,6,0,sp46,Common Song,not present
84964065,20200805_100000.flac,Yat1,2020,8,5,10,0,sp46,Common Song,not present
84964066,20200409_190000.flac,Yat1,2020,4,9,19,0,sp46,Common Song,present
84964084,20200614_183000.flac,Yat1,2020,6,14,18,30,sp46,Common Song,present
84964086,20200415_223000.flac,Yat1,2020,4,15,22,30,sp46,Common Song,present
84964092,20200625_103000.flac,Yat1,2020,6,25,10,30,sp46,Common Song,not present
84964107,20201013_013000.flac,Yat1,2020,10,13,1,30,sp46,Common Song,present
84964113,20200817_210000.flac,Yat1,2020,8,17,21,0,sp46,Common Song,present
84964118,20200415_230000.flac,Yat1,2020,4,15,23,0,sp46,Common Song,present
84964119,20200614_190000.flac,Yat1,2020,6,14,19,0,sp46,Common Song,present
84964133,20200409_200000.flac,Yat1,2020,4,9,20,0,sp46,Common Song,present
84964136,20201013_020000.flac,Yat1,2020,10,13,2,0,sp46,Common Song,present
84964148,20200614_193000.flac,Yat1,2020,6,14,19,30,sp46,Common Song,present
84964149,20200328_060000.flac,Yat1,2020,3,28,6,0,sp46,Common Song,not present
84964154,20200415_233000.flac,Yat1,2020,4,15,23,30,sp46,Common Song,present
84964160,20200422_063000.flac,Yat1,2020,4,22,6,30,sp46,Common Song,not present
84964170,20200315_210000.flac,Yat1,2020,3,15,21,0,sp46,Common Song,present
84964183,20200614_200000.flac,Yat1,2020,6,14,20,0,sp46,Common Song,present
84964184,20200328_063000.flac,Yat1,2020,3,28,6,30,sp46,Common Song,not present
84964195,20200322_060000.flac,Yat1,2020,3,22,6,0,sp46,Common Song,not present
84964209,20201006_213000.flac,Yat1,2020,10,6,21,30,sp46,Common Song,present
84964218,20200328_070000.flac,Yat1,2020,3,28,7,0,sp46,Common Song,not present
84964219,20200416_003000.flac,Yat1,2020,4,16,0,30,sp46,Common Song,present
84964222,20200614_203000.flac,Yat1,2020,6,14,20,30,sp46,Common Song,present
84964224,20200630_070000.flac,Yat1,2020,6,30,7,0,sp46,Common Song,not present
84964227,20200322_063000.flac,Yat1,2020,3,22,6,30,sp46,Common Song,not present
84964232,20200403_113000.flac,Yat1,2020,4,3,11,30,sp46,Common Song,not present
84964248,20200716_063000.flac,Yat1,2020,7,16,6,30,sp46,Common Song,not present
84964252,20200614_210000.flac,Yat1,2020,6,14,21,0,sp46,Common Song,present
84964255,20200630_073000.flac,Yat1,2020,6,30,7,30,sp46,Common Song,not present
84964256,20200416_010000.flac,Yat1,2020,4,16,1,0,sp46,Common Song,present
84964257,20200322_070000.flac,Yat1,2020,3,22,7,0,sp46,Common Song,not present
84964260,20200302_110000.flac,Yat1,2020,3,2,11,0,sp46,Common Song,not present
84964278,20200716_070000.flac,Yat1,2020,7,16,7,0,sp46,Common Song,not present
84964281,20200315_233000.flac,Yat1,2020,3,15,23,30,sp46,Common Song,present
84964285,20200614_213000.flac,Yat1,2020,6,14,21,30,sp46,Common Song,present
84964310,20200716_073000.flac,Yat1,2020,7,16,7,30,sp46,Common Song,not present
84964328,20200710_060000.flac,Yat1,2020,7,10,6,0,sp46,Common Song,not present
84964337,20200614_223000.flac,Yat1,2020,6,14,22,30,sp46,Common Song,present
84964347,20200416_023000.flac,Yat1,2020,4,16,2,30,sp46,Common Song,present
84964356,20200620_230000.flac,Yat1,2020,6,20,23,0,sp46,Common Song,present
84964381,20200710_070000.flac,Yat1,2020,7,10,7,0,sp46,Common Song,not present
84964386,20200730_073000.flac,Yat1,2020,7,30,7,30,sp46,Common Song,not present
84964398,20200322_093000.flac,Yat1,2020,3,22,9,30,sp46,Common Song,not present
84964403,20200716_090000.flac,Yat1,2020,7,16,9,0,sp46,Common Song,not present
84964408,20200710_073000.flac,Yat1,2020,7,10,7,30,sp46,Common Song,not present
84964411,20200614_233000.flac,Yat1,2020,6,14,23,30,sp46,Common Song,present
84964416,20200724_023000.flac,Yat1,2020,7,24,2,30,sp46,Common Song,not present
84964417,20200717_180000.flac,Yat1,2020,7,17,18,0,sp46,Common Song,not present
84964433,20200322_100000.flac,Yat1,2020,3,22,10,0,sp46,Common Song,not present
84964443,20200615_000000.flac,Yat1,2020,6,15,0,0,sp46,Common Song,present
84964467,20200716_100000.flac,Yat1,2020,7,16,10,0,sp46,Common Song,not present
84964472,20200730_090000.flac,Yat1,2020,7,30,9,0,sp46,Common Song,not present
84964481,20200717_190000.flac,Yat1,2020,7,17,19,0,sp46,Common Song,present
84964506,20200615_010000.flac,Yat1,2020,6,15,1,0,sp46,Common Song,present
84964518,20200717_193000.flac,Yat1,2020,7,17,19,30,sp46,Common Song,present
84964519,20200630_120000.flac,Yat1,2020,6,30,12,0,sp46,Common Song,not present
84964534,20200615_013000.flac,Yat1,2020,6,15,1,30,sp46,Common Song,present
84964552,20200630_123000.flac,Yat1,2020,6,30,12,30,sp46,Common Song,not present
84964555,20200416_060000.flac,Yat1,2020,4,16,6,0,sp46,Common Song,not present
84964556,20200724_050000.flac,Yat1,2020,7,24,5,0,sp46,Common Song,not present
84964558,20200625_190000.flac,Yat1,2020,6,25,19,0,sp46,Common Song,present
84964570,20200615_020000.flac,Yat1,2020,6,15,2,0,sp46,Common Song,present
84964576,20200717_203000.flac,Yat1,2020,7,17,20,30,sp46,Common Song,present
84964597,20200625_193000.flac,Yat1,2020,6,25,19,30,sp46,Common Song,present
84964599,20200615_023000.flac,Yat1,2020,6,15,2,30,sp46,Common Song,present
84964622,20200625_200000.flac,Yat1,2020,6,25,20,0,sp46,Common Song,present
84964625,20200615_030000.flac,Yat1,2020,6,15,3,0,sp46,Common Song,present
84964643,20200316_060000.flac,Yat1,2020,3,16,6,0,sp46,Common Song,not present
84964651,20200403_190000.flac,Yat1,2020,4,3,19,0,sp46,Common Song,present
84964652,20200625_203000.flac,Yat1,2020,6,25,20,30,sp46,Common Song,present
84964653,20200302_183000.flac,Yat1,2020,3,2,18,30,sp46,Common Song,present
84964672,20200316_063000.flac,Yat1,2020,3,16,6,30,sp46,Common Song,not present
84964679,20200302_190000.flac,Yat1,2020,3,2,19,0,sp46,Common Song,present
84964682,20200428_190000.flac,Yat1,2020,4,28,19,0,sp46,Common Song,present
84964688,20200717_223000.flac,Yat1,2020,7,17,22,30,sp46,Common Song,present
84964691,20200403_193000.flac,Yat1,2020,4,3,19,30,sp46,Common Song,present
84964704,20200625_210000.flac,Yat1,2020,6,25,21,0,sp46,Common Song,present
84964705,20200818_063000.flac,Yat1,2020,8,18,6,30,sp46,Common Song,not present
84964721,20200410_060000.flac,Yat1,2020,4,10,6,0,sp46,Common Song,not present
84964729,20200717_230000.flac,Yat1,2020,7,17,23,0,sp46,Common Song,present
84964735,20200316_073000.flac,Yat1,2020,3,16,7,30,sp46,Common Song,not present
84964736,20200625_213000.flac,Yat1,2020,6,25,21,30,sp46,Common Song,present
84964738,20200818_070000.flac,Yat1,2020,8,18,7,0,sp46,Common Song,not present
84964752,20200403_203000.flac,Yat1,2020,4,3,20,30,sp46,Common Song,present
84964758,20200410_063000.flac,Yat1,2020,4,10,6,30,sp46,Common Song,not present
84964765,20200302_203000.flac,Yat1,2020,3,2,20,30,sp46,Common Song,present
84964766,20200625_220000.flac,Yat1,2020,6,25,22,0,sp46,Common Song,present
84964792,20200302_210000.flac,Yat1,2020,3,2,21,0,sp46,Common Song,present
84964794,20200625_223000.flac,Yat1,2020,6,25,22,30,sp46,Common Song,present
84964809,20200403_213000.flac,Yat1,2020,4,3,21,30,sp46,Common Song,present
84964816,20200718_003000.flac,Yat1,2020,7,18,0,30,sp46,Common Song,present
84964831,20200818_083000.flac,Yat1,2020,8,18,8,30,sp46,Common Song,not present
84964842,20200718_010000.flac,Yat1,2020,7,18,1,0,sp46,Common Song,present
84964845,20200302_220000.flac,Yat1,2020,3,2,22,0,sp46,Common Song,present
84964872,20200403_223000.flac,Yat1,2020,4,3,22,30,sp46,Common Song,present
84964874,20200322_183000.flac,Yat1,2020,3,22,18,30,sp46,Common Song,present
84964886,20200621_080000.flac,Yat1,2020,6,21,8,0,sp46,Common Song,not present
84964889,20200626_000000.flac,Yat1,2020,6,26,0,0,sp46,Common Song,present
84964891,20200422_190000.flac,Yat1,2020,4,22,19,0,sp46,Common Song,present
84964903,20200302_230000.flac,Yat1,2020,3,2,23,0,sp46,Common Song,present
84964906,20200316_103000.flac,Yat1,2020,3,16,10,30,sp46,Common Song,not present
84964915,20200718_020000.flac,Yat1,2020,7,18,2,0,sp46,Common Song,present
84964918,20200328_190000.flac,Yat1,2020,3,28,19,0,sp46,Common Song,present
84964921,20200403_230000.flac,Yat1,2020,4,3,23,0,sp46,Common Song,present
84964925,20200422_193000.flac,Yat1,2020,4,22,19,30,sp46,Common Song,present
84964940,20200615_080000.flac,Yat1,2020,6,15,8,0,sp46,Common Song,not present
84964941,20200302_233000.flac,Yat1,2020,3,2,23,30,sp46,Common Song,present
84964949,20201013_153000.flac,Yat1,2020,10,13,15,30,sp46,Common Song,not present
84964951,20200718_023000.flac,Yat1,2020,7,18,2,30,sp46,Common Song,present
84964952,20201007_100000.flac,Yat1,2020,10,7,10,0,sp46,Common Song,not present
84964953,20200403_233000.flac,Yat1,2020,4,3,23,30,sp46,Common Song,present
84964965,20200422_200000.flac,Yat1,2020,4,22,20,0,sp46,Common Song,present
84964967,20200322_200000.flac,Yat1,2020,3,22,20,0,sp46,Common Song,present
84964974,20200303_000000.flac,Yat1,2020,3,3,0,0,sp46,Common Song,present
84964975,20200615_083000.flac,Yat1,2020,6,15,8,30,sp46,Common Song,not present
84964978,20200626_013000.flac,Yat1,2020,6,26,1,30,sp46,Common Song,present
84964981,20200316_113000.flac,Yat1,2020,3,16,11,30,sp46,Common Song,not present
84964988,20200328_200000.flac,Yat1,2020,3,28,20,0,sp46,Common Song,present
84964989,20200630_200000.flac,Yat1,2020,6,30,20,0,sp46,Common Song,present
84964995,20200404_000000.flac,Yat1,2020,4,4,0,0,sp46,Common Song,present
84964998,20200322_203000.flac,Yat1,2020,3,22,20,30,sp46,Common Song,present
84965006,20200422_203000.flac,Yat1,2020,4,22,20,30,sp46,Common Song,present
84965013,20200730_190000.flac,Yat1,2020,7,30,19,0,sp46,Common Song,present
84965023,20200328_203000.flac,Yat1,2020,3,28,20,30,sp46,Common Song,present
84965026,20200630_203000.flac,Yat1,2020,6,30,20,30,sp46,Common Song,present
84965032,20200404_003000.flac,Yat1,2020,4,4,0,30,sp46,Common Song,present
84965036,20200322_210000.flac,Yat1,2020,3,22,21,0,sp46,Common Song,present
84965039,20200303_010000.flac,Yat1,2020,3,3,1,0,sp46,Common Song,present
84965040,20200422_210000.flac,Yat1,2020,4,22,21,0,sp46,Common Song,present
84965044,20200730_193000.flac,Yat1,2020,7,30,19,30,sp46,Common Song,present
84965047,20200716_190000.flac,Yat1,2020,7,16,19,0,sp46,Common Song,present
84965065,20200322_213000.flac,Yat1,2020,3,22,21,30,sp46,Common Song,present
84965073,20200303_013000.flac,Yat1,2020,3,3,1,30,sp46,Common Song,present
84965076,20200422_213000.flac,Yat1,2020,4,22,21,30,sp46,Common Song,present
84965078,20200730_200000.flac,Yat1,2020,7,30,20,0,sp46,Common Song,present
84965083,20200716_193000.flac,Yat1,2020,7,16,19,30,sp46,Common Song,present
84965091,20200328_213000.flac,Yat1,2020,3,28,21,30,sp46,Common Song,present
84965097,20200322_220000.flac,Yat1,2020,3,22,22,0,sp46,Common Song,present
84965102,20200404_013000.flac,Yat1,2020,4,4,1,30,sp46,Common Song,not present
84965105,20200303_020000.flac,Yat1,2020,3,3,2,0,sp46,Common Song,present
84965110,20200730_203000.flac,Yat1,2020,7,30,20,30,sp46,Common Song,present
84965124,20200328_220000.flac,Yat1,2020,3,28,22,0,sp46,Common Song,present
84965126,20200716_200000.flac,Yat1,2020,7,16,20,0,sp46,Common Song,present
84965128,20201013_180000.flac,Yat1,2020,10,13,18,0,sp46,Common Song,present
84965129,20200322_223000.flac,Yat1,2020,3,22,22,30,sp46,Common Song,present
84965135,20200404_020000.flac,Yat1,2020,4,4,2,0,sp46,Common Song,present
84965137,20200710_200000.flac,Yat1,2020,7,10,20,0,sp46,Common Song,present
84965140,20200730_210000.flac,Yat1,2020,7,30,21,0,sp46,Common Song,present
84965156,20200328_223000.flac,Yat1,2020,3,28,22,30,sp46,Common Song,present
84965157,20200718_053000.flac,Yat1,2020,7,18,5,30,sp46,Common Song,not present
84965159,20200322_230000.flac,Yat1,2020,3,22,23,0,sp46,Common Song,present
84965166,20200303_030000.flac,Yat1,2020,3,3,3,0,sp46,Common Song,present
84965173,20200404_023000.flac,Yat1,2020,4,4,2,30,sp46,Common Song,present
84965191,20200322_233000.flac,Yat1,2020,3,22,23,30,sp46,Common Song,present
84965195,20200710_210000.flac,Yat1,2020,7,10,21,0,sp46,Common Song,present
84965204,20200404_030000.flac,Yat1,2020,4,4,3,0,sp46,Common Song,present
84965207,20201013_190000.flac,Yat1,2020,10,13,19,0,sp46,Common Song,present
84965218,20200328_233000.flac,Yat1,2020,3,28,23,30,sp46,Common Song,present
84965234,20200404_033000.flac,Yat1,2020,4,4,3,30,sp46,Common Song,present
84965239,20200716_213000.flac,Yat1,2020,7,16,21,30,sp46,Common Song,present
84965243,20201013_193000.flac,Yat1,2020,10,13,19,30,sp46,Common Song,present
84965247,20200323_003000.flac,Yat1,2020,3,23,0,30,sp46,Common Song,present
84965252,20200329_000000.flac,Yat1,2020,3,29,0,0,sp46,Common Song,present
84965254,20200806_060000.flac,Yat1,2020,8,6,6,0,sp46,Common Song,not present
84965269,20200404_040000.flac,Yat1,2020,4,4,4,0,sp46,Common Song,present
84965276,20200716_220000.flac,Yat1,2020,7,16,22,0,sp46,Common Song,present
84965277,20201013_200000.flac,Yat1,2020,10,13,20,0,sp46,Common Song,present
84965286,20200812_073000.flac,Yat1,2020,8,12,7,30,sp46,Common Song,not present
84965289,20200329_003000.flac,Yat1,2020,3,29,0,30,sp46,Common Song,present
84965305,20200416_180000.flac,Yat1,2020,4,16,18,0,sp46,Common Song,present
84965309,20200731_000000.flac,Yat1,2020,7,31,0,0,sp46,Common Song,present
84965315,20201013_203000.flac,Yat1,2020,10,13,20,30,sp46,Common Song,present
84965320,20200329_010000.flac,Yat1,2020,3,29,1,0,sp46,Common Song,present
84965326,20200718_080000.flac,Yat1,2020,7,18,8,0,sp46,Common Song,not present
84965343,20200626_073000.flac,Yat1,2020,6,26,7,30,sp46,Common Song,not present
84965350,20200423_000000.flac,Yat1,2020,4,23,0,0,sp46,Common Song,present
84965352,20200812_083000.flac,Yat1,2020,8,12,8,30,sp46,Common Song,not present
84965356,20200718_083000.flac,Yat1,2020,7,18,8,30,sp46,Common Song,not present
84965357,20200329_013000.flac,Yat1,2020,3,29,1,30,sp46,Common Song,present
84965371,20200416_190000.flac,Yat1,2020,4,16,19,0,sp46,Common Song,present
84965377,20200626_080000.flac,Yat1,2020,6,26,8,0,sp46,Common Song,not present
84965389,20200718_090000.flac,Yat1,2020,7,18,9,0,sp46,Common Song,not present
84965393,20200812_090000.flac,Yat1,2020,8,12,9,0,sp46,Common Song,not present
84965405,20200806_090000.flac,Yat1,2020,8,6,9,0,sp46,Common Song,not present
